fid,field_1,acceptedNa,accepted_1,acceptedSc,acceptedTa,accessRigh,adm1,adm2,associated,associat_1,associat_2,associat_3,basisOfRec,behavior,bibliograp,catalogNum,class,classKey,cloc,collection,collecti_1,collecti_2,continent,coordinate,coordina_1,country,crawlId,dataGenera,datasetID,datasetKey,datasetNam,dateIdenti,day,depth,depthAccur,dispositio,dynamicPro,earliestAg,earliestEo,earliestEp,earliestEr,earliestPe,elevation,elevationA,endDayOfYe,establishm,eventDate,eventID,eventRemar,eventTime,family,familyKey,fieldNotes,fieldNumbe,footprintS,footprintW,fullCountr,gbifID,genericNam,genus,genusKey,geodeticDa,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,georefer_5,habitat,higherClas,higherGeog,higherGe_1,hostingOrg,http_//unk,http_//u_1,http_//u_2,http_//u_3,http_//u_4,http_//u_5,http_//u_6,http_//u_7,http_//u_8,http_//u_9,identifica,identifi_1,identifi_2,identifi_3,identified,identifier,inCluster,individual,informatio,infraspeci,installati,institutio,institut_1,institut_2,isInCluste,island,islandGrou,ISO2,iucnRedLis,key,kingdom,kingdomKey,language,lastCrawle,lastInterp,lastParsed,lat,latestEonO,latestEraO,latestPeri,license,lifeStage,locality,locationAc,locationID,locationRe,lon,modified,month,municipali,nameAccord,nomenclatu,nomencla_1,occurrence,occurren_1,occurren_2,order,orderKey,organismID,organismQu,organism_1,organismRe,originalNa,otherCatal,ownerInsti,parentName,parentNa_1,phylum,phylumKey,preparatio,previousId,projectId,protocol,publishing,publishi_1,recordedBy,recordNumb,references,rights,rightsHold,samplingPr,scientific,scientif_1,sex,species,speciesKey,specificEp,startDayOf,taxonConce,taxonID,taxonKey,taxonomicS,taxonRank,taxonRemar,type,typeStatus,typifiedNa,verbatimCo,verbatimDe,verbatimEv,verbatimId,verbatimLo,verbatimSR,verbatimTa,vernacular,waterBody,year,downloadDa
378,3156,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,Los Angeles Co.,NA,NA,NA,NA,PRESERVED_SPECIMEN,NA,NA,LACM 182358,Gastropoda,225,"White Pt. Nature Center, San Pedro,, California, Los Angeles Co., United States, NORTH_AMERICA",Malacology,urn:uuid:dee915bc-cc75-47a3-94a0-0f730e7d0809,fa23dcb3-d050-421f-aa56-f37975d470fe,NORTH_AMERICA,NA,"10",United States,84,NA,NA,ec0ad39f-3370-4d51-a663-cb27abd2a6bb,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01T00:00:00,NA,NA,NA,Helicidae,6540,NA,NA,NA,NA,United States of America,3415152773.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,terrestrial,Animalia | Mollusca | Gastropoda | Sigmurethra | Helicidae,North America | United States | California | Los Angeles Co.,NA,a86e9e36-12ec-49a4-a94c-c0c981fffb71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J.E. Vendetti,152c58fa-fe06-487c-b4bd-79d03754eb8a,FALSE,NA,NA,NA,c6c9f784-8af9-4631-9912-dde88e38fafb,LACM,urn:lsid:biocol.org:col:34802,2fc908ba-e775-49e2-bffe-6b9041c3b70f,FALSE,NA,NA,US,NE,3415152773.000000000000000,Animalia,1,en,2021-12-07T19:48:36.480+00:00,2022-01-29T20:09:24.693+00:00,2022-01-29T20:09:24.693+00:00,33.716000000000001,NA,NA,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,NA,"White Pt. Nature Center, San Pedro,",NA,NA,NA,-118.316000000000003,2021-12-07T00:00:00.000+00:00,"6",NA,NA,NA,NA,152c58fa-fe06-487c-b4bd-79d03754eb8a,NA,PRESENT,Stylommatophora,1456,NA,"2",individuals,NA,NA,NA,LACM,NA,NA,Mollusca,52,ETOH,NA,NA,DWC_ARCHIVE,US,493fe050-055d-11d8-b84f-b8a03c50a862,A.D. Cruz,NA,NA,NA,NA,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,NA,2294277,ACCEPTED,SPECIES,NA,PhysicalObject,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",2022-02-19
379,3157,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,NA,NA,NA,NA,MW831641,NA,MATERIAL_SAMPLE,NA,NA,LACM 182358,Gastropoda,225,United States,NA,NA,NA,NA,NA,NA,United States,234,NA,NA,040c5662-da76-4782-a48e-cdea1892d14c,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01T00:00:00,NA,NA,NA,Helicidae,6540,NA,NA,NA,NA,United States of America,3442506379.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,en,NA,NA,NA,Creative Commons - Share Alike,Barcode of Life Datasystems,NA,NA,NA,NA,NA,NA,NA,NA,GBMNE11284-21,FALSE,NA,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,US,NE,3442506379.000000000000000,Animalia,1,NA,2022-02-05T19:58:44.772+00:00,2022-02-05T20:41:47.065+00:00,2022-02-05T20:41:47.065+00:00,33.719999999999999,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-118.319999999999993,NA,"6",NA,NA,NA,NA,http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMNE11284-21,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,NA,b3bf3a83-1f68-4541-a03f-330d30d567f5,NA,NA,NA,NA,NA,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,NA,2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",2022-02-19
380,3158,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,NA,NA,NA,NA,MW831648,NA,MATERIAL_SAMPLE,NA,NA,LACM 182358,Gastropoda,225,United States,NA,NA,NA,NA,NA,NA,United States,234,NA,NA,040c5662-da76-4782-a48e-cdea1892d14c,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01T00:00:00,NA,NA,NA,Helicidae,6540,NA,NA,NA,NA,United States of America,3442512237.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,en,NA,NA,NA,Creative Commons - Share Alike,Barcode of Life Datasystems,NA,NA,NA,NA,NA,NA,NA,NA,GBMNE11282-21,FALSE,NA,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,US,NE,3442512237.000000000000000,Animalia,1,NA,2022-02-05T19:58:44.772+00:00,2022-02-05T20:40:19.395+00:00,2022-02-05T20:40:19.395+00:00,33.719999999999999,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-118.319999999999993,NA,"6",NA,NA,NA,NA,http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMNE11282-21,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,NA,b3bf3a83-1f68-4541-a03f-330d30d567f5,NA,NA,NA,NA,NA,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,NA,2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",2022-02-19
381,3159,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,NA,NA,NA,NA,MW831636,NA,MATERIAL_SAMPLE,NA,NA,LACM 182330,Gastropoda,225,United States,NA,NA,NA,NA,NA,NA,United States,234,NA,NA,040c5662-da76-4782-a48e-cdea1892d14c,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01T00:00:00,NA,NA,NA,Helicidae,6540,NA,NA,NA,NA,United States of America,3443468375.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,en,NA,NA,NA,Creative Commons - Share Alike,Barcode of Life Datasystems,NA,NA,NA,NA,NA,NA,NA,NA,GBMNE11273-21,FALSE,NA,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,US,NE,3443468375.000000000000000,Animalia,1,NA,2022-02-05T19:58:44.772+00:00,2022-02-05T20:41:41.752+00:00,2022-02-05T20:41:41.752+00:00,33.710000000000001,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-118.299999999999997,NA,"6",NA,NA,NA,NA,http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMNE11273-21,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,NA,b3bf3a83-1f68-4541-a03f-330d30d567f5,NA,NA,NA,NA,NA,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,NA,2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",2022-02-19
382,3160,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,NA,NA,NA,NA,MW831640,NA,MATERIAL_SAMPLE,NA,NA,LACM 182358,Gastropoda,225,United States,NA,NA,NA,NA,NA,NA,United States,234,NA,NA,040c5662-da76-4782-a48e-cdea1892d14c,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01T00:00:00,NA,NA,NA,Helicidae,6540,NA,NA,NA,NA,United States of America,3443484423.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,en,NA,NA,NA,Creative Commons - Share Alike,Barcode of Life Datasystems,NA,NA,NA,NA,NA,NA,NA,NA,GBMNE11285-21,FALSE,NA,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,US,NE,3443484423.000000000000000,Animalia,1,NA,2022-02-05T19:58:44.772+00:00,2022-02-05T20:41:00.586+00:00,2022-02-05T20:41:00.586+00:00,33.719999999999999,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-118.319999999999993,NA,"6",NA,NA,NA,NA,http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMNE11285-21,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,NA,b3bf3a83-1f68-4541-a03f-330d30d567f5,NA,NA,NA,NA,NA,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,NA,2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",2022-02-19
383,3161,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,NA,NA,NA,NA,MW831647,NA,MATERIAL_SAMPLE,NA,NA,LACM 182358,Gastropoda,225,United States,NA,NA,NA,NA,NA,NA,United States,234,NA,NA,040c5662-da76-4782-a48e-cdea1892d14c,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01T00:00:00,NA,NA,NA,Helicidae,6540,NA,NA,NA,NA,United States of America,3443518316.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,en,NA,NA,NA,Creative Commons - Share Alike,Barcode of Life Datasystems,NA,NA,NA,NA,NA,NA,NA,NA,GBMNE11283-21,FALSE,NA,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,US,NE,3443518316.000000000000000,Animalia,1,NA,2022-02-05T19:58:44.772+00:00,2022-02-05T20:41:12.802+00:00,2022-02-05T20:41:12.802+00:00,33.719999999999999,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-118.319999999999993,NA,"6",NA,NA,NA,NA,http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMNE11283-21,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,NA,b3bf3a83-1f68-4541-a03f-330d30d567f5,NA,NA,NA,NA,NA,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,NA,2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",2022-02-19
384,3162,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,NA,NA,NA,NA,MW831635,NA,MATERIAL_SAMPLE,NA,NA,LACM 182358,Gastropoda,225,United States,NA,NA,NA,NA,NA,NA,United States,234,NA,NA,040c5662-da76-4782-a48e-cdea1892d14c,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01T00:00:00,NA,NA,NA,Helicidae,6540,NA,NA,NA,NA,United States of America,3443544437.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbca90e3-8aed-48b1-84e3-369afbd000ce,NA,en,NA,NA,NA,Creative Commons - Share Alike,Barcode of Life Datasystems,NA,NA,NA,NA,NA,NA,NA,NA,GBMNE11286-21,FALSE,NA,NA,NA,fb5e4c2a-579c-434b-a446-3a665dd732ad,NA,NA,NA,FALSE,NA,NA,US,NE,3443544437.000000000000000,Animalia,1,NA,2022-02-05T19:58:44.772+00:00,2022-02-05T20:41:44.049+00:00,2022-02-05T20:41:44.049+00:00,33.719999999999999,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-118.319999999999993,NA,"6",NA,NA,NA,NA,http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMNE11286-21,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,NA,b3bf3a83-1f68-4541-a03f-330d30d567f5,NA,NA,NA,NA,NA,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,NA,2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019",2022-02-19
385,3163,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"28131886",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"5",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-07-03T19:50:24,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-03T12:18:34,NA,NA,19:18:34Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2283141925.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,meyersurf,NA,NA,NA,NA,NA,NA,"61250890",NA,NA,NA,Matt Parr,"28131886",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2283141925.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:31:17.065+00:00,2022-02-15T02:31:17.065+00:00,33.009509999999999,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.253699999999995,2019-12-26T22:57:59.000+00:00,"7",NA,NA,NA,NA,https://www.inaturalist.org/observations/28131886,"San Elijo Lagoon, plateau July 3, 2019",PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,meyersurf,NA,https://www.inaturalist.org/observations/28131886,NA,meyersurf,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,Wed Jul 03 2019 12:18:34 GMT-0700 (PDT),NA,"92075, Encinitas, CA, US",NA,NA,NA,NA,"2019",2022-02-19
386,3164,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"28262854",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,NA,United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-07-06T04:19:16,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-01T18:41:48,NA,NA,01:41:48Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2283176827.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,klyle161,NA,NA,NA,NA,NA,NA,"61537265",NA,NA,NA,BJ Stacey,"28262854",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2283176827.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T03:12:47.120+00:00,2022-02-15T03:12:47.120+00:00,32.841020000000000,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.028099999999995,2019-12-26T23:08:00.000+00:00,"7",NA,NA,NA,NA,https://www.inaturalist.org/observations/28262854,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Kristin Sweeney,NA,https://www.inaturalist.org/observations/28262854,NA,Kristin Sweeney,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2019-07-01 6:41:48 PM PDT,NA,"Lake Murray, San Diego, CA, USA",NA,NA,NA,NA,"2019",2022-02-19
387,3165,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"28340277",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"13",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-07-07T05:21:45,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-06T09:25:24,NA,NA,16:25:24Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2283198530.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,kasanchezz,NA,NA,NA,NA,NA,NA,"61675676",NA,NA,NA,BJ Stacey,"28340277",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2283198530.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:48:37.668+00:00,2022-02-15T02:48:37.668+00:00,32.630459999999999,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.009799999999998,2019-07-12T06:20:20.000+00:00,"7",NA,NA,NA,NA,https://www.inaturalist.org/observations/28340277,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,kasanchezz,NA,https://www.inaturalist.org/observations/28340277,NA,kasanchezz,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,Sat Jul 06 2019 09:25:24 GMT-0700 (PDT),NA,"1154 Plaza Miraleste, Chula Vista, CA, US",NA,NA,NA,NA,"2019",2022-02-19
388,3166,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"28528439",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"8",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-07-10T00:02:57,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-09T10:36:00,NA,NA,17:36:00Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2283252581.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,rjadams55,NA,NA,NA,NA,NA,NA,"62046281",NA,NA,NA,R.J. Adams,"28528439",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2283252581.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:18:07.635+00:00,2022-02-15T02:18:07.635+00:00,32.571730000000002,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.126099999999994,2019-12-26T23:12:09.000+00:00,"7",NA,NA,NA,NA,https://www.inaturalist.org/observations/28528439,These snails were abundant in the coastal scrub of the refuge.,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,R.J. Adams,NA,https://www.inaturalist.org/observations/28528439,NA,R.J. Adams,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,2019/07/09 10:36 AM PDT,NA,Tijuana Slough National Wildlife Refuge,NA,NA,NA,NA,"2019",2022-02-19
389,3168,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"28632327",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"5",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-07-11T20:00:27,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-09T07:57:20,NA,NA,14:57:20Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2283276558.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,vireolanius,NA,NA,NA,NA,NA,NA,"62263351",NA,NA,NA,vireolanius,"28632327",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2283276558.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T02:48:40.029+00:00,2022-02-15T02:48:40.029+00:00,32.572009999999999,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.125799999999998,2019-07-12T06:19:37.000+00:00,"7",NA,NA,NA,NA,https://www.inaturalist.org/observations/28632327,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,vireolanius,NA,https://www.inaturalist.org/observations/28632327,NA,vireolanius,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,Tue Jul 09 2019 07:57:20 GMT-0700 (PDT),NA,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA, US",NA,NA,NA,NA,"2019",2022-02-19
390,3169,NA,NA,"Theba pisana (O.F.M�ller, 1774)",2294277,NA,California,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"28632242",Gastropoda,225,"California, United States",Observations,NA,NA,NA,NA,"5",United States,291,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-07-11T19:59:12,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-09T07:58:06,NA,NA,14:58:06Z,Helicidae,6540,NA,NA,NA,NA,United States of America,2283278712.000000000000000,Theba,Theba,2294276,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,vireolanius,NA,NA,NA,NA,NA,NA,"62263216",NA,NA,NA,vireolanius,"28632242",FALSE,NA,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2283278712.000000000000000,Animalia,1,NA,2022-01-25T19:52:07.833+00:00,2022-02-15T01:55:08.610+00:00,2022-02-15T01:55:08.610+00:00,32.572009999999999,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-117.125799999999998,2019-12-26T21:11:18.000+00:00,"7",NA,NA,NA,NA,https://www.inaturalist.org/observations/28632242,NA,PRESENT,Stylommatophora,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,vireolanius,NA,https://www.inaturalist.org/observations/28632242,NA,vireolanius,NA,"Theba pisana (O.F.M�ller, 1774)",NA,NA,Theba pisana,2294277,pisana,NA,NA,"119608",2294277,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,Tue Jul 09 2019 07:58:06 GMT-0700 (PDT),NA,"Tijuana Slough National Wildlife Refuge, Imperial Beach, CA, US",NA,NA,NA,NA,"2019",2022-02-19
