field_1,acceptedNa,acceptedSc,acceptedTa,accessRigh,adm1,adm2,associated,associat_1,associat_2,associat_3,basisOfRec,behavior,bibliograp,catalogNum,class,classKey,cloc,collection,collecti_1,collecti_2,continent,coordinate,coordina_1,country,crawlId,dataGenera,datasetID,datasetKey,datasetNam,dateIdenti,day,depth,dispositio,dynamicPro,elevation,elevationA,endDayOfYe,establishm,eventDate,eventID,eventRemar,eventTime,family,familyKey,fieldNumbe,footprintS,footprintW,fullCountr,gbifID,genericNam,genus,genusKey,geodeticDa,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,georefer_5,habitat,higherClas,higherGeog,higherGe_1,hostingOrg,http_//unk,http_//u_1,http_//u_2,http_//u_3,http_//u_4,http_//u_5,http_//u_6,http_//u_7,identifica,identifi_1,identifi_2,identifi_3,identified,identifier,inCluster,individual,informatio,installati,institutio,institut_1,institut_2,isInCluste,island,islandGrou,ISO2,iucnRedLis,key,kingdom,kingdomKey,language,lastCrawle,lastInterp,lastParsed,lat,license,lifeStage,locality,locationAc,locationID,locationRe,lon,modified,month,municipali,nameAccord,nomenclatu,nomencla_1,occurrence,occurren_1,occurren_2,order,orderKey,organismID,organismQu,organism_1,organismRe,originalNa,otherCatal,ownerInsti,parentEven,parentName,phylum,phylumKey,preparatio,previousId,projectId,protocol,publishing,publishi_1,recordedBy,recordNumb,references,rights,rightsHold,sampleSize,samplingEf,samplingPr,scientific,species,speciesKey,specificEp,startDayOf,taxonConce,taxonID,taxonKey,taxonomicS,taxonRank,taxonRemar,type,typeStatus,verbatimCo,verbatimEl,verbatimEv,verbatimId,verbatimLo,verbatimSR,verbatimTa,vernacular,waterBody,year,downloadDa
"1182",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Michigan,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"33663172",Gastropoda,"225","Michigan, United States",Observations,NA,NA,NA,NA,"5",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-09-30T19:22:22,"30",NA,NA,NA,NA,NA,NA,NA,2019-09-30T13:59:24,NA,NA,17:59:24Z,Arionidae,"2629",NA,NA,NA,United States of America,2429319422,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,hoffmannature,NA,NA,NA,"72874201",NA,NA,NA,John,"33663172",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2429319422.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:55:12.306,2022/06/03 10:55:12.306,42.205517000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-85.686004999999994,2019-10-01T04:14:25.000+00:00,"9",NA,NA,NA,NA,https://www.inaturalist.org/observations/33663172,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,John,NA,https://www.inaturalist.org/observations/33663172,NA,John,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Mon Sep 30 2019 13:59:24 GMT-0400 (EDT),NA,"S 8th St, Kalamazoo, MI, US",NA,NA,NA,NA,"2019",2022/07/05
"1183",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Maine,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"33981000",Gastropoda,"225","Maine, United States",Observations,NA,NA,NA,NA,"5",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-10-07T00:19:14,"21",NA,NA,NA,NA,NA,NA,NA,2019-09-21T09:46:52,NA,NA,13:46:52Z,Arionidae,"2629",NA,NA,NA,United States of America,2429410150,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,ctardiff98,NA,NA,NA,"73616270",NA,NA,NA,whutchins,"33981000",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2429410150.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:32:32.624,2022/06/03 11:32:32.624,44.080871999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-69.789122000000006,2019-12-02T01:12:37.000+00:00,"9",NA,NA,NA,NA,https://www.inaturalist.org/observations/33981000,"Two dark lateral bands, pale bottom, stains hands when touched",PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,ctardiff98,NA,https://www.inaturalist.org/observations/33981000,NA,ctardiff98,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Sat Sep 21 2019 09:46:52 GMT-0400 (EDT),NA,"Swan Island, Richmond, ME, US",NA,NA,NA,NA,"2019",2022/07/05
"1185",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Connecticut,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"35249763",Gastropoda,"225","Connecticut, United States",Observations,NA,NA,NA,NA,"23",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-11-03T19:46:28,"5",NA,NA,NA,NA,NA,NA,NA,2019-09-05T08:25:33,NA,NA,12:25:33Z,Arionidae,"2629",NA,NA,NA,United States of America,2451709273,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,scottybear23,NA,NA,NA,"76624624",NA,NA,NA,scottybear23,"35249763",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2451709273.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:33:27.252,2022/06/03 11:33:27.252,41.562570999999998,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-72.676357999999993,2019-11-03T22:53:57.000+00:00,"9",NA,NA,NA,NA,https://www.inaturalist.org/observations/35249763,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,scottybear23,NA,https://www.inaturalist.org/observations/35249763,NA,scottybear23,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Thu Sep 05 2019 08:25:33 GMT-0400 (EDT),NA,"Westfield St, Middletown, CT, US",NA,NA,NA,NA,"2019",2022/07/05
"1186",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,New York,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"36509904",Gastropoda,"225","New York, United States",Observations,NA,NA,NA,NA,"31",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-12-09T20:19:08,"2",NA,NA,NA,NA,NA,NA,NA,2019-09-02T00:00:00,NA,NA,NA,Arionidae,"2629",NA,NA,NA,United States of America,2517992511,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,charleshappell,NA,NA,NA,"80152877",NA,NA,NA,Charles and Kathy Appell,"36509904",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2517992511.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:55:12.838,2022/06/03 10:55:12.838,42.272713000000003,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-76.477577999999994,2019-12-09T20:53:22.000+00:00,"9",NA,NA,NA,NA,https://www.inaturalist.org/observations/36509904,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Charles and Kathy Appell,NA,https://www.inaturalist.org/observations/36509904,NA,Charles and Kathy Appell,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2019/09/02,NA,"Tioga County, NY, USA",NA,NA,NA,NA,"2019",2022/07/05
"1187",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Pennsylvania,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"32052024",Gastropoda,"225","Pennsylvania, United States",Observations,NA,NA,NA,NA,"10",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-02-03T04:25:29,"3",NA,NA,NA,NA,NA,NA,NA,2019-09-03T10:32:44,NA,NA,14:32:44Z,Arionidae,"2629",NA,NA,NA,United States of America,2574205258,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,jbh1992,NA,NA,NA,"85772145",NA,Found this guy on the Pennsylvania Slug Monitoring Update from Penn State.,NA,dinomama789,"32052024",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2574205258.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:25:35.416,2022/06/03 11:25:35.416,40.607008999999998,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-80.154843000000000,2020-02-04T03:13:50.000+00:00,"9",NA,NA,NA,NA,https://www.inaturalist.org/observations/32052024,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,jbh1992,NA,https://www.inaturalist.org/observations/32052024,NA,jbh1992,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Tue Sep 03 2019 10:32:44 GMT-0400 (EDT),NA,"2040 Big Sewickley Creek Rd, Economy, PA, US",NA,NA,NA,NA,"2019",2022/07/05
"1219",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Virginia,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"32907718",Gastropoda,"225","Virginia, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-09-17T19:23:10,"14",NA,NA,NA,NA,NA,NA,NA,2019-09-14T10:33:39,NA,NA,14:33:39Z,Arionidae,"2629",NA,NA,NA,United States of America,2988350395,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,mjwcarr,NA,NA,NA,"71274427",NA,NA,NA,Michael J. W. Carr,"32907718",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2988350395.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:55:04.129,2022/06/03 10:55:04.129,38.990043999999997,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-77.971564999999998,2019-09-17T19:34:12.000+00:00,"9",NA,NA,NA,NA,https://www.inaturalist.org/observations/32907718,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Michael J. W. Carr,NA,https://www.inaturalist.org/observations/32907718,NA,Michael J. W. Carr,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2019-09-14 10:33:39 AM EDT,NA,"Markham, VA 22643, USA",NA,NA,NA,NA,"2019",2022/07/05
"1223",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Pennsylvania,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"33705200",Gastropoda,"225","Pennsylvania, United States",Observations,NA,NA,NA,NA,"17",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-10-01T15:48:00,"1",NA,NA,NA,NA,NA,NA,NA,2019-10-01T11:40:19,NA,NA,15:40:19Z,Arionidae,"2629",NA,NA,NA,United States of America,2429333367,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,klopkids,NA,NA,NA,"72968515",NA,NA,NA,klopkids,"33705200",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2429333367.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:53:01.602,2022/06/03 11:53:01.602,39.727497999999997,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-76.623006000000004,2019-10-17T12:43:18.000+00:00,"10",NA,NA,NA,NA,https://www.inaturalist.org/observations/33705200,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,klopkids,NA,https://www.inaturalist.org/observations/33705200,NA,klopkids,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2019-10-01 11:40:19 AM EDT,NA,"York County, US-PA, US",NA,NA,NA,NA,"2019",2022/07/05
"1227",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Michigan,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"34483102",Gastropoda,"225","Michigan, United States",Observations,NA,NA,NA,NA,"234",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-10-17T02:58:37,"15",NA,NA,NA,NA,NA,NA,NA,2019-10-15T17:24:00,NA,NA,21:24:00Z,Arionidae,"2629",NA,NA,NA,United States of America,2444980584,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,ken-potter,NA,NA,NA,"74760898",NA,NA,NA,Ken Potter,"34483102",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2444980583.999999523162842,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:10:06.694,2022/06/03 11:10:06.694,42.485993999999998,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-83.979498000000007,2019-10-21T05:01:47.000+00:00,"10",NA,NA,NA,NA,https://www.inaturalist.org/observations/34483102,Duck Lake,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Ken Potter,NA,https://www.inaturalist.org/observations/34483102,NA,Ken Potter,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2019/10/15 5:24 PM EDT,NA,"Livingston County, MI, USA",NA,NA,NA,NA,"2019",2022/07/05
"1228",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Michigan,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"34715804",Gastropoda,"225","Michigan, United States",Observations,NA,NA,NA,NA,"10",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-10-26T19:15:52,"21",NA,NA,NA,NA,NA,NA,NA,2019-10-21T20:29:28,NA,NA,00:29:28Z,Arionidae,"2629",NA,NA,NA,United States of America,2447914225,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,elliotgreiner,NA,NA,NA,"75812794",NA,NA,NA,John G. Phillips,"34715804",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2447914225.000000476837158,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:08:00.569,2022/06/03 11:08:00.569,42.273943000000003,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-83.737283000000005,2019-10-26T20:07:34.000+00:00,"10",NA,NA,NA,NA,https://www.inaturalist.org/observations/34715804,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Elliot Greiner,NA,https://www.inaturalist.org/observations/34715804,NA,Elliot Greiner,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Mon Oct 21 2019 20:29:28 GMT-0400 (EDT),NA,"University of Michigan, Ann Arbor, MI, US",NA,NA,NA,NA,"2019",2022/07/05
"1229",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Arkansas,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"34995379",Gastropoda,"225","Arkansas, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-10-28T03:37:14,"25",NA,NA,NA,NA,NA,NA,NA,2019-10-25T16:09:00,NA,NA,21:09:00Z,Arionidae,"2629",NA,NA,NA,United States of America,2447965155,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,little_metal_weirdo,NA,NA,NA,"75972561",NA,NA,NA,Matthew Hammond,"34995379",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2447965155.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:53:48.719,2022/06/03 11:53:48.719,36.465406000000002,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-93.814563000000007,2019-11-26T05:45:20.000+00:00,"10",NA,NA,NA,NA,https://www.inaturalist.org/observations/34995379,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Matthew Hammond,NA,https://www.inaturalist.org/observations/34995379,NA,Matthew Hammond,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2019/10/25 4:09 PM CDT,NA,"Carroll County, AR, USA",NA,NA,NA,NA,"2019",2022/07/05
"1230",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Arkansas,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"34994646",Gastropoda,"225","Arkansas, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-10-28T03:14:19,"25",NA,NA,NA,NA,NA,NA,NA,2019-10-25T16:10:00,NA,NA,21:10:00Z,Arionidae,"2629",NA,NA,NA,United States of America,2447965594,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,little_metal_weirdo,NA,NA,NA,"75970501",NA,NA,NA,Matthew Hammond,"34994646",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2447965594.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:53:19.688,2022/06/03 11:53:19.688,36.465342999999997,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-93.814573999999993,2019-11-26T05:43:59.000+00:00,"10",NA,NA,NA,NA,https://www.inaturalist.org/observations/34994646,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Matthew Hammond,NA,https://www.inaturalist.org/observations/34994646,NA,Matthew Hammond,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2019/10/25 4:10 PM CDT,NA,"Carroll County, AR, USA",NA,NA,NA,NA,"2019",2022/07/05
"1231",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Massachusetts,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"35129947",Gastropoda,"225","Massachusetts, United States",Observations,NA,NA,NA,NA,"8",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-10-31T12:15:23,"31",NA,NA,NA,NA,NA,NA,NA,2019-10-31T08:14:10,NA,NA,12:14:10Z,Arionidae,"2629",NA,NA,NA,United States of America,2448000512,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,luis_castro002,NA,NA,NA,"76317884",NA,NA,NA,luis_castro002,"35129947",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2448000512.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:12:54.477,2022/06/03 11:12:54.477,42.138849000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-71.103281999999993,2019-11-01T19:08:01.000+00:00,"10",NA,NA,NA,NA,https://www.inaturalist.org/observations/35129947,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,luis_castro002,NA,https://www.inaturalist.org/observations/35129947,NA,luis_castro002,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2019-10-31 8:14:10 AM EDT,NA,"Norfolk County, US-MA, US",NA,NA,NA,NA,"2019",2022/07/05
"1265",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Ohio,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"9567211",Gastropoda,"225","Ohio, United States",Observations,NA,NA,NA,NA,"305",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-01-23T03:14:44,"22",NA,NA,NA,NA,NA,NA,NA,2018-01-22T16:36:30,NA,NA,21:36:30Z,Arionidae,"2629",NA,NA,NA,United States of America,1806347907,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,hazelsnail,NA,NA,NA,"21006088",NA,NA,NA,Susan J. Hewitt,"9567211",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,1806347907.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:22:02.314,2022/06/03 11:22:02.314,39.111006000000003,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-84.329132999999999,2018-01-25T02:56:17.000+00:00,"1",NA,NA,NA,NA,https://www.inaturalist.org/observations/9567211,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,hazelsnail,NA,https://www.inaturalist.org/observations/9567211,NA,hazelsnail,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Mon Jan 22 2018 16:36:30 GMT-0500 (EST),NA,"2950 Little Dry Run Rd, Cincinnati, OH, US",NA,NA,NA,NA,"2018",2022/07/05
