fid,field_1,acceptedNa,acceptedSc,acceptedTa,accessRigh,adm1,adm2,associated,associat_1,basisOfRec,catalogNum,class,classKey,cloc,collection,collecti_1,collecti_2,continent,coordinate,coordina_1,country,crawlId,dataGenera,datasetID,datasetKey,datasetNam,dateIdenti,day,dispositio,dynamicPro,elevation,elevationA,endDayOfYe,establishm,eventDate,eventID,eventTime,family,familyKey,fieldNumbe,footprintW,fullCountr,gbifID,genericNam,genus,genusKey,geodeticDa,georeferen,georefer_1,georefer_2,georefer_3,habitat,higherClas,higherGeog,hostingOrg,http_//unk,http_//u_1,http_//u_2,http_//u_3,http_//u_4,http_//u_5,http_//u_6,identifica,identifi_1,identifi_2,identified,identifier,inCluster,individual,informatio,installati,institutio,institut_1,institut_2,isInCluste,island,islandGrou,ISO2,iucnRedLis,key,kingdom,kingdomKey,language,lastCrawle,lastInterp,lastParsed,lat,license,lifeStage,locality,locationAc,locationID,locationRe,lon,materialSa,modified,month,municipali,nameAccord,nomenclatu,occurrence,occurren_1,occurren_2,order,orderKey,organismID,organismNa,organismRe,originalNa,otherCatal,ownerInsti,phylum,phylumKey,preparatio,programmeA,projectId,protocol,publishing,publishi_1,recordedBy,recordNumb,references,rightsHold,samplingPr,scientific,scientif_1,species,speciesKey,specificEp,startDayOf,taxonConce,taxonID,taxonKey,taxonomicS,taxonRank,taxonRemar,type,typeStatus,verbatimEl,verbatimEv,verbatimLo,vernacular,waterBody,year,downloadDa
25,171,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"82643700",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"10",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-06-12T06:54:06,"11",NA,NA,NA,NA,NA,NA,2021-06-11T19:18:23,NA,05:18:23Z,Veronicellidae,6526,NA,NA,United States of America,3307181771.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,justgio__,NA,NA,NA,NA,"182463344",NA,NA,justgio__,"82643700",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3307181771.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:56:27.435+00:00,2022-02-20T00:56:27.435+00:00,21.366367000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.905241999999987,NA,2021-06-22T11:23:40.000+00:00,"6",NA,NA,NA,https://www.inaturalist.org/observations/82643700,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,justgio__,NA,https://www.inaturalist.org/observations/82643700,justgio__,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Fri Jun 11 2021 19:18:23 GMT-1000 (HST),"Aliamanu Military Reservation, Honolulu, HI, US",NA,NA,"2021",2022-02-20
26,191,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"84528815",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"12",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-06-26T10:23:15,"26",NA,NA,NA,NA,NA,NA,2021-06-26T00:22:34,NA,00:22:34Z,Veronicellidae,6526,NA,NA,United States of America,3320897780.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,brothernature627,NA,NA,NA,NA,"186146684",NA,NA,Karim Gharbi,"84528815",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3320897780.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:26:58.926+00:00,2022-02-20T00:26:58.926+00:00,21.301576000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.816987000000012,NA,2021-06-26T22:32:47.000+00:00,"6",NA,NA,NA,https://www.inaturalist.org/observations/84528815,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Karim Gharbi,NA,https://www.inaturalist.org/observations/84528815,Karim Gharbi,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2021-06-26 12:22:34 AM HST,"Gilmore Hall, Honolulu, HI 96822, USA",NA,NA,"2021",2022-02-20
27,192,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"84907086",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"35",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-06-28T22:32:05,"28",NA,NA,NA,NA,NA,NA,2021-06-28T06:39:53,NA,16:39:53Z,Veronicellidae,6526,NA,NA,United States of America,3320929208.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,vagrant58,NA,NA,NA,NA,"186852622",NA,NA,Steve Rovell,"84907086",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3320929208.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:25:06.182+00:00,2022-02-20T00:25:06.182+00:00,19.557897000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-155.962263000000007,NA,2021-06-30T23:46:22.000+00:00,"6",NA,NA,NA,https://www.inaturalist.org/observations/84907086,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Steve Rovell,NA,https://www.inaturalist.org/observations/84907086,Steve Rovell,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Mon Jun 28 2021 06:39:53 GMT-1000 (HST),"Hawai<U+02BB>i, Keauhou, HI, US",NA,NA,"2021",2022-02-20
28,195,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"84786914",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"32516",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-06-28T00:14:46,"27",NA,NA,NA,NA,NA,NA,2021-06-27T09:34:53,NA,19:34:53Z,Veronicellidae,6526,NA,NA,United States of America,3321072084.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,emilyearthquake,NA,NA,NA,NA,"186605151",NA,NA,Emily Richter,"84786914",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3321072084.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:29:01.328+00:00,2022-02-20T00:29:01.328+00:00,19.936577000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-155.799025999999998,NA,2021-06-30T23:46:28.000+00:00,"6",NA,NA,NA,https://www.inaturalist.org/observations/84786914,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Emily Richter,NA,https://www.inaturalist.org/observations/84786914,Emily Richter,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2021-06-27 09:34:53,"Waikoloa Village, HI, USA",NA,NA,"2021",2022-02-20
29,215,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"87069708",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"6",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-07-15T01:00:25,"14",NA,NA,NA,NA,NA,NA,2021-07-14T10:35:44,NA,20:35:44Z,Veronicellidae,6526,NA,NA,United States of America,3328123526.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,chiquilin56,NA,NA,NA,NA,"191134144",NA,NA,chiquilin56,"87069708",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3328123526.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:50:00.715+00:00,2022-02-20T00:50:00.715+00:00,21.909486999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-159.530441999999994,NA,2021-07-17T06:56:44.000+00:00,"7",NA,NA,NA,https://www.inaturalist.org/observations/87069708,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,chiquilin56,NA,https://www.inaturalist.org/observations/87069708,chiquilin56,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Wed Jul 14 2021 10:35:44 GMT-1000 (HST),"Kukuiolono Park and Golf Course, Kalaheo, HI, US",NA,NA,"2021",2022-02-20
30,228,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"87883384",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"6",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-07-20T17:57:54,"20",NA,NA,NA,NA,NA,NA,2021-07-20T07:57:34,NA,17:57:34Z,Veronicellidae,6526,NA,NA,United States of America,3343884568.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,plasmopara,NA,NA,NA,NA,"192704792",NA,NA,plasmopara,"87883384",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3343884568.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T01:06:16.752+00:00,2022-02-20T01:06:16.752+00:00,22.219861000000002,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-159.472505000000012,NA,2021-08-24T23:24:41.000+00:00,"7",NA,NA,NA,https://www.inaturalist.org/observations/87883384,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,plasmopara,NA,https://www.inaturalist.org/observations/87883384,plasmopara,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Tue Jul 20 2021 07:57:34 GMT-1000 (HST),"Kaua<U+02BB>i, Princeville, HI, US",NA,NA,"2021",2022-02-20
31,229,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"88094877",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"65",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-07-22T17:33:38,"21",NA,NA,NA,NA,NA,NA,2021-07-21T11:14:39,NA,21:14:39Z,Veronicellidae,6526,NA,NA,United States of America,3343886544.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,loarie,NA,NA,NA,NA,"193249992","Tuberculated texture, beige central line.",NA,Craig Fujii,"88094877",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3343886544.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:23:23.558+00:00,2022-02-20T00:23:23.558+00:00,22.212129999999998,http://creativecommons.org/publicdomain/zero/1.0/legalcode,NA,NA,NA,NA,NA,-159.408220000000000,NA,2021-08-24T23:24:26.000+00:00,"7",NA,NA,NA,https://www.inaturalist.org/observations/88094877,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Scott Loarie,NA,https://www.inaturalist.org/observations/88094877,Scott Loarie,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Wed Jul 21 2021 11:14:39 GMT-1000 (HST),"Kaua<U+02BB>i, Kilauea, HI, US",NA,NA,"2021",2022-02-20
32,240,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"90359611",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"26",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-08-08T06:35:19,"6",NA,NA,NA,NA,NA,NA,2021-08-06T13:15:16,NA,23:15:16Z,Veronicellidae,6526,NA,NA,United States of America,3337616564.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,mrhudson,NA,NA,NA,NA,"197655666",NA,NA,Mr. Hudson,"90359611",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3337616564.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:24:08.905+00:00,2022-02-20T00:24:08.905+00:00,21.367028000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.898392000000001,NA,2021-08-09T09:48:26.000+00:00,"8",NA,NA,NA,https://www.inaturalist.org/observations/90359611,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Mr. Hudson,NA,https://www.inaturalist.org/observations/90359611,Mr. Hudson,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Fri Aug 06 2021 13:15:16 GMT-1000 (HST),"O<U+02BB>ahu, Honolulu, HI, US",NA,NA,"2021",2022-02-20
33,261,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"92331021",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"5",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-08-24T07:04:08,"23",NA,NA,NA,NA,NA,NA,2021-08-23T21:02:12,NA,07:02:12Z,Veronicellidae,6526,NA,NA,United States of America,3355052842.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,stephieseesstars,NA,NA,NA,NA,"201735922",NA,NA,Stephanie Crillo,"92331021",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3355052842.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:38:12.174+00:00,2022-02-20T00:38:12.174+00:00,19.930042000000000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,NA,NA,NA,NA,NA,-155.787338000000005,NA,2021-09-08T08:10:29.000+00:00,"8",NA,NA,NA,https://www.inaturalist.org/observations/92331021,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Stephanie Crillo,NA,https://www.inaturalist.org/observations/92331021,Stephanie Crillo,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Mon Aug 23 2021 21:02:12 GMT-1000 (HST),"Hawai<U+02BB>i, Waikoloa, HI, US",NA,NA,"2021",2022-02-20
34,264,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"92736248",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"4",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-08-28T23:37:27,"27",NA,NA,NA,NA,NA,NA,2021-08-27T16:17:52,NA,16:17:52Z,Veronicellidae,6526,NA,NA,United States of America,3355083947.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,aidenanderson,NA,NA,NA,NA,"202838735",NA,NA,ellania,"92736248",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3355083947.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T01:05:09.378+00:00,2022-02-20T01:05:09.378+00:00,22.222631000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Adult,NA,NA,NA,NA,-159.495056000000005,NA,2021-08-28T23:37:52.000+00:00,"8",NA,NA,NA,https://www.inaturalist.org/observations/92736248,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Aiden Anderson,NA,https://www.inaturalist.org/observations/92736248,Aiden Anderson,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2021-08-27 16:17:52,"Princeville, HI, USA",NA,NA,"2021",2022-02-20
35,279,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"104769300",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"3112",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2022-01-11T19:49:10,"16",NA,NA,NA,NA,NA,NA,2021-08-16T11:32:00,NA,18:32:00Z,Veronicellidae,6526,NA,NA,United States of America,3455823227.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,adamdna,NA,NA,NA,NA,"231014318",NA,NA,Adam Almeida,"104769300",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3455823227.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:50:52.192+00:00,2022-02-20T00:50:52.192+00:00,20.662303000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-156.043594000000013,NA,2022-01-12T06:08:50.000+00:00,"8",NA,NA,NA,https://www.inaturalist.org/observations/104769300,2021_08_16_11_32_50_iphonem,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,adamdna,NA,https://www.inaturalist.org/observations/104769300,adamdna,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2021/08/16 11:32 AM PDT,"Maui, Hawaii, United States",NA,NA,"2021",2022-02-20
36,300,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"96626683",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"4",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-09-29T21:56:07,"29",NA,NA,NA,NA,NA,NA,2021-09-29T11:55:55,NA,21:55:55Z,Veronicellidae,6526,NA,NA,United States of America,3384156739.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,ckozlosky,NA,NA,NA,NA,"210503659",NA,NA,ckozlosky,"96626683",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3384156739.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T01:05:20.115+00:00,2022-02-20T01:05:20.115+00:00,21.430268999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.760040000000004,NA,2021-10-02T20:08:18.000+00:00,"9",NA,NA,NA,https://www.inaturalist.org/observations/96626683,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,ckozlosky,NA,https://www.inaturalist.org/observations/96626683,ckozlosky,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Wed Sep 29 2021 11:55:55 GMT -1000 (HST),Kailua,NA,NA,"2021",2022-02-20
37,308,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"95281540",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"65",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-09-18T16:32:24,"17",NA,NA,NA,NA,NA,NA,2021-09-17T19:36:38,NA,05:36:38Z,Veronicellidae,6526,NA,NA,United States of America,3384512349.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,dawood,NA,NA,NA,NA,"207825849",NA,NA,Dustin Wood,"95281540",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3384512349.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:54:57.130+00:00,2022-02-20T00:54:57.130+00:00,19.619903000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-155.985947000000010,NA,2021-09-21T08:41:02.000+00:00,"9",NA,NA,NA,https://www.inaturalist.org/observations/95281540,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Dustin Wood,NA,https://www.inaturalist.org/observations/95281540,Dustin Wood,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Fri Sep 17 2021 19:36:38 GMT-1000 (HST),"Hawai<U+02BB>i, Holualoa, HI, US",NA,NA,"2021",2022-02-20
38,320,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"96713759",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"37",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-10-01T01:09:16,"29",NA,NA,NA,NA,NA,NA,2021-09-29T11:57:43,NA,21:57:43Z,Veronicellidae,6526,NA,NA,United States of America,3385196851.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,arhuff,NA,NA,NA,NA,"210754585",NA,NA,Karim Gharbi,"96713759",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3385196851.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:59:10.746+00:00,2022-02-20T00:59:10.746+00:00,21.427952000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.758325000000013,NA,2021-10-10T19:04:22.000+00:00,"9",NA,NA,NA,https://www.inaturalist.org/observations/96713759,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,arhuff,NA,https://www.inaturalist.org/observations/96713759,arhuff,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Wed Sep 29 2021 11:57:43 GMT-1000 (HST),"marine corps base hawaii pool, Kailua, HI, US",NA,NA,"2021",2022-02-20
